ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,BILL_AMT1,PAY_AMT1,PAY_2,BILL_AMT2,PAY_AMT2,PAY_3,BILL_AMT3,PAY_AMT3,PAY_4,BILL_AMT4,PAY_AMT4,PAY_5,BILL_AMT5,PAY_AMT5,PAY_6,BILL_AMT6,PAY_AMT6,default.payment.next.month
2086,305804,2,2,2,62,0,248759,44433,-1,25317,31519,-2,150914,16539,8,5875,24088,1,3829,25012,7,66568,3203,1
2087,478974,2,1,1,55,-2,151547,42301,4,215283,43947,8,9296,45543,3,136801,26378,0,235962,48560,7,258677,22247,0
2088,332648,1,1,2,60,7,285849,3201,6,295729,45223,1,82169,6712,4,173227,25129,2,3507,28176,7,82442,9859,1
2089,200792,2,3,2,36,6,10864,44311,-1,290372,21509,1,45979,8485,6,137685,34078,-2,32441,25813,-1,184322,25131,0
2090,112979,1,1,1,25,8,247962,49518,6,130010,2866,8,213689,45205,0,69203,30406,5,178770,29332,-2,176891,26809,1
2091,44701,1,4,1,31,0,120094,24028,3,297756,11958,2,297045,27926,1,294304,2311,2,1127,27482,-1,52046,8892,0
2092,93300,1,1,3,49,-1,62649,30139,4,70794,36860,3,193312,1356,0,154022,32314,6,259666,42783,3,57760,16060,0
2093,251249,1,2,1,31,-2,164911,44702,4,45717,48955,0,141750,40830,-1,28855,22947,-1,214502,37180,-2,135328,44077,0
2094,158746,1,1,2,36,1,14787,47238,-1,138768,27059,0,289041,37575,-2,57194,1577,6,24817,34323,-2,47986,8620,0
2095,93560,2,4,1,45,4,20897,8624,4,230012,15413,3,109871,6996,2,153053,14876,7,268761,20781,1,61466,39413,0
2096,252615,1,4,1,23,0,95547,29788,4,243004,21269,5,180977,15926,3,18933,2595,-2,50532,22761,1,82608,48438,0
2097,427090,2,2,2,23,7,77508,47717,-2,230728,31507,3,197109,49483,-2,97953,7541,3,132827,16164,-2,241960,16911,1
2098,53642,1,2,2,21,3,277401,47991,4,206136,33732,-1,6683,48162,5,141142,8349,0,165111,6796,5,105450,43207,1
2099,337304,1,1,1,32,0,21402,45532,5,50773,20787,3,2398,31951,-2,152337,7594,-2,195431,8260,7,47943,33558,0
2100,289746,2,4,1,27,6,254308,13097,5,110875,35356,3,163450,48106,5,248728,4636,0,247730,43055,-1,214308,20312,1
2101,375464,2,4,1,63,4,271820,36018,-2,222151,27955,-2,258426,14041,-2,8780,16468,4,34904,46430,4,76791,4492,0
2102,98801,1,1,2,52,3,53152,12042,7,110213,5142,5,232323,17065,7,182827,23686,5,130170,30653,6,219168,8093,0
2103,298075,1,2,3,42,1,183922,9963,-2,72648,2277,6,78856,13170,8,94761,12226,-2,184356,34029,2,173558,25459,1
2104,104377,2,4,1,32,1,299515,8853,3,152610,44044,5,79672,40978,0,66919,45574,8,284669,20811,-2,271267,38549,1
2105,301336,2,1,1,26,1,124664,39553,2,158060,44191,-1,103727,30443,4,93986,47843,8,176125,49566,7,121986,35055,1
2106,318686,1,2,1,58,2,37481,36995,7,133938,4897,3,39363,7405,4,219022,46373,8,243884,5611,7,230080,45382,0
2107,399159,1,1,3,59,-2,198651,9888,-2,55579,2993,5,159037,46916,2,90696,47142,3,69627,45387,1,269119,14083,0
2108,314664,1,2,1,58,4,126675,13038,0,259614,42730,3,171447,21601,2,287769,28301,6,132614,33662,2,213088,27300,0
2109,336916,2,2,3,61,6,188166,12654,0,198039,44670,5,106793,12161,8,104009,27218,7,113815,11979,1,6056,6421,0
2110,461978,1,4,1,41,3,135295,2636,7,91254,24960,3,123587,21873,8,212433,32231,-1,40823,14033,5,22179,46939,0
2111,322250,2,3,2,48,-1,24642,2634,2,195454,7327,4,167645,12646,7,170099,26498,5,165040,21282,4,136236,15519,0
2112,91121,2,4,3,52,4,160721,27136,0,88857,5663,5,166780,3193,3,273478,43154,1,159445,48119,-2,125463,42929,1
2113,35559,1,1,2,47,0,198024,4948,8,99191,16150,7,126842,24656,5,27788,30208,1,75374,45712,0,259069,4370,0
2114,377739,1,2,1,35,3,154584,3831,1,226075,21222,-2,269471,26310,7,152458,29941,7,270738,34321,-1,203241,45848,0
2115,43742,2,4,2,53,6,9625,17138,-1,250751,35304,-1,139577,17957,2,265172,32614,6,118632,49662,7,277936,30450,0
2116,341813,1,2,3,52,7,220515,38752,7,8629,28636,8,909,21034,4,15669,33393,7,150390,32898,0,271299,29226,0
2117,483415,1,4,1,54,5,148020,26413,3,121560,2435,-1,183552,10316,2,273677,42366,-1,135520,39382,3,247823,4043,0
2118,162826,2,1,2,27,3,17009,4650,5,153688,48476,7,233002,44022,8,96832,29359,6,126886,42443,-2,234814,13261,1
2119,145044,1,1,3,33,7,72293,18177,-2,148032,23255,1,46711,31699,6,32652,20243,5,32679,44023,8,249297,28008,0
2120,342975,2,1,3,59,2,68131,41774,2,83952,24815,5,154940,40200,2,66216,2817,-2,10439,18439,6,213779,30700,0
2121,122217,2,4,3,26,1,258953,19640,2,91787,24363,8,153090,15946,3,154595,3508,5,212036,31686,-2,13885,45383,1
2122,51873,1,3,2,29,5,191181,10805,8,289926,46665,2,101046,19810,3,157129,11745,6,158499,7971,6,277490,29787,1
2123,497877,2,1,3,62,3,89871,22164,5,52879,408,1,271650,19182,7,264825,38124,4,246819,33980,0,152580,16132,0
2124,378676,2,4,1,24,8,202335,19343,0,159010,49435,4,110350,25639,6,83265,15659,3,281746,37433,4,117457,27507,0
2125,398411,1,3,1,50,5,164561,48930,3,71324,33750,1,64067,22916,8,248723,47364,6,89318,19819,8,211512,8884,0
2126,413119,2,4,3,48,6,133507,42169,0,267878,45778,5,189297,7744,3,103393,45627,-2,4281,43568,0,249822,13118,0
2127,144092,1,4,3,41,1,52922,41128,5,76621,16601,5,97142,12526,8,139640,44527,-1,148870,3530,3,236108,522,0
2128,313899,2,1,1,32,7,227816,2599,-2,162751,27724,0,265613,37008,-1,-826,31879,3,24364,39909,5,47387,10337,0
2129,358100,2,3,1,33,-1,299201,32692,3,180706,23253,-1,153319,30804,6,194875,16650,6,155831,6319,-1,286923,9639,0
2130,96988,2,4,3,33,4,104307,28547,-2,211466,35534,-2,197155,43996,1,185372,45563,1,70017,27321,-2,50967,40428,1
2131,55648,2,4,1,47,5,115066,14627,4,99579,16120,8,74741,43155,-2,262185,13579,7,163584,8966,4,43593,25720,1
2132,135991,2,4,3,48,1,41220,7152,-1,149674,38077,-1,171320,3302,4,182601,41897,3,92853,41757,-2,54354,4953,1
2133,412732,2,4,2,38,-1,286106,31246,1,132023,38505,2,83250,48553,3,90911,734,6,299341,21387,2,89140,14096,0
2134,387149,2,1,3,57,6,243802,44145,1,201418,32468,1,170098,17976,3,42259,20661,7,186866,20065,7,82843,42285,0
2135,12396,1,4,3,36,0,265538,37723,8,249663,39379,4,85623,47260,7,90600,47153,1,-2198,11864,0,215916,23998,1
2136,94082,2,3,2,41,0,41494,15065,7,125794,36032,3,225171,35008,2,125074,45643,6,153457,33125,8,194500,43857,0
2137,422345,1,2,3,30,6,232328,43072,6,177912,217,2,179676,3988,-1,75283,21552,1,-1104,35880,0,144107,29542,0
2138,138322,2,3,3,34,5,195936,44443,5,171040,46414,8,188347,18006,8,80002,12652,-1,119178,10062,-2,173225,46735,1
2139,142663,2,4,2,48,1,109388,2067,-1,118650,15226,5,213542,1788,3,149504,45345,5,200937,21269,6,46637,36078,0
2140,21303,1,4,1,49,7,44335,49507,6,92881,491,7,92961,18556,-2,38363,37033,6,199880,36934,5,224758,27811,1
2141,171633,1,3,1,31,1,176749,46903,8,201768,39921,6,209966,3913,1,165749,48290,8,210163,22018,4,209739,36233,1
2142,343863,1,2,1,50,-2,72081,30909,3,125352,3906,2,157695,20106,5,93897,27946,5,260734,25998,-2,62628,12686,0
2143,259690,2,1,1,60,-2,14887,21744,-1,288990,25512,3,-5747,7140,8,257607,27882,5,183184,23939,0,113783,5207,0
2144,495324,1,2,1,47,8,118579,28859,5,230593,34546,5,179043,15531,-2,94985,47036,6,93472,30057,-1,175704,4199,1
2145,269820,2,2,2,23,6,147843,41730,1,284306,18170,4,140275,25408,-2,12382,36260,1,7044,20172,6,226158,18393,1
2146,109616,2,2,2,21,-2,181994,9204,1,-8745,38086,7,71659,32521,5,291667,6717,0,232864,45333,-1,88816,19972,1
2147,396309,1,3,3,52,-1,49949,39568,4,37372,13695,-1,213325,38814,-2,288292,22139,2,26669,44455,0,66096,38830,0
2148,96231,2,2,1,59,4,160098,49207,6,42047,33840,-2,28498,43403,2,-6828,9211,6,92592,17617,6,17608,38667,1
2149,279458,1,1,2,41,-1,78880,11447,3,19150,11820,8,63427,24527,-2,14240,19850,3,67071,17229,-1,215037,17965,0
2150,29623,1,4,2,22,8,154489,37708,-1,199179,10983,4,17590,9755,5,-4508,43536,8,275611,41228,3,75744,15133,1
2151,208747,1,3,1,30,1,182897,44194,4,140090,26720,7,4263,26210,0,98182,43865,-1,45393,43193,5,204445,38334,1
2152,468298,1,3,2,51,7,9892,8893,5,272870,10519,3,131661,3245,-1,40227,28524,-2,226705,5926,8,205393,20706,1
2153,486840,2,2,3,38,-1,267329,44475,8,71044,17464,8,159265,19305,7,216077,31163,3,44760,17380,8,35397,18093,0
2154,115228,2,4,3,27,0,143371,19894,-1,34206,31238,7,215493,36287,8,23883,35420,3,-7231,45378,0,256922,17558,0
2155,436346,1,4,1,25,3,295586,3345,6,144771,28611,6,62029,36743,0,238341,17982,-1,289001,34140,4,198577,22858,0
2156,192828,1,4,1,49,4,89971,49458,4,154492,36868,1,191280,7468,4,93999,598,-2,183325,44392,2,139366,13410,0
2157,369768,2,3,1,24,-1,15171,721,-1,103256,28970,3,248063,42969,-1,188784,26638,4,243114,15202,-2,118744,27237,0
2158,167364,2,1,3,23,6,289354,23259,2,137905,27647,0,203496,32789,-1,145495,13596,-1,174371,28217,5,32890,21056,1
2159,383929,1,4,2,33,-1,103787,2443,5,34237,38965,0,85647,31607,6,184886,5326,0,42406,10900,8,92489,7208,0
2160,358350,2,3,3,23,1,97392,44763,2,2254,48516,1,5287,31574,4,204429,24379,-1,296228,37394,1,189409,24097,0
2161,79274,2,2,1,28,2,144444,21358,-1,20112,18375,8,132150,1270,0,14885,4996,-2,217386,18240,-2,142874,4840,1
2162,143541,2,4,2,24,5,118949,48476,4,186140,21435,-2,250181,39470,4,116527,5449,-2,3949,36421,2,264491,12262,1
2163,63947,2,2,3,62,1,279698,21419,4,66679,41929,7,-3288,28340,-2,2252,4753,-2,132079,21866,4,113512,44944,1
2164,163606,1,4,1,55,-2,2358,24438,7,184326,19962,1,58808,27880,6,56758,31750,5,61102,34763,-1,202129,25733,0
2165,204692,2,2,1,32,4,200215,16612,2,53371,35373,-1,98893,32264,1,164784,28990,-1,76932,26660,0,232076,29985,1
2166,58874,1,3,2,44,6,185248,16670,4,230325,9231,5,280005,23300,0,55700,39309,5,259587,9693,2,216005,30952,1
2167,59708,1,2,3,58,8,277711,31081,3,48736,23533,6,168176,21459,8,292124,39958,5,266426,43775,-1,202509,30617,1
2168,84553,1,3,2,39,8,233785,24899,7,175636,10903,-1,153114,21295,2,114712,1464,-1,150257,35633,8,140499,29698,1
2169,78344,2,2,2,56,2,223234,4677,8,155311,49647,-1,171491,19684,-1,43690,25061,8,136073,43357,3,194120,42305,1
2170,321282,2,2,3,55,8,284701,19704,-2,153435,48391,5,74379,22926,5,109701,48122,6,250050,5590,4,272901,19559,1
2171,195374,1,2,3,38,-1,66045,7515,4,113802,15919,7,237304,27334,-1,133499,8052,6,42920,41301,5,212424,48459,0
2172,57638,2,4,3,60,8,243947,14389,4,158485,45804,4,266999,7688,5,290587,9931,1,66038,20147,7,209680,22801,1
2173,88249,1,1,2,54,6,199885,33616,8,7452,4746,-1,185596,24303,-2,117587,47632,0,138209,36225,0,94688,30169,1
2174,378009,1,1,2,45,0,149027,43248,4,121649,7187,6,292676,41692,4,200566,46670,5,242977,39688,0,132613,15764,0
2175,12719,2,4,3,27,-1,-5631,9822,-1,249977,12758,-2,74428,31704,6,103259,31818,5,242820,31459,-1,164291,35844,0
2176,163962,2,2,3,31,1,129797,45214,5,88257,35894,-1,249823,34815,5,8888,2872,5,63889,2072,1,119564,42034,0
2177,480452,2,2,2,58,1,215140,38240,6,-6877,1036,3,258884,34905,4,80454,9659,-1,198452,26749,-2,40492,23710,0
2178,439725,1,4,3,39,8,178739,38197,1,68716,48817,-1,18526,28987,4,136124,1474,-2,143035,30721,-1,2143,8741,0
2179,52534,1,3,1,55,7,35016,16221,4,196068,13179,7,235581,27982,3,59985,7115,0,173045,11166,5,219465,6792,1
2180,102241,2,3,3,40,2,5976,43125,-1,31730,39375,1,10046,44928,-1,289912,2264,-1,91725,29291,4,65068,21886,0
2181,422003,1,4,1,47,-2,167415,21679,-1,228670,10934,-1,98312,45413,-1,48149,8106,-1,73193,38200,1,280913,8873,0
2182,136209,1,1,1,51,7,128881,37750,-1,83966,47174,3,10417,8312,8,119956,20254,4,103020,40321,7,2905,37198,1
2183,452061,1,3,2,45,8,214639,14187,4,13585,28034,6,72860,22788,8,259757,24598,-1,106063,43374,5,49985,18318,1
2184,199004,2,4,2,22,-2,226633,30867,2,285092,17973,8,237466,30715,8,165425,25512,-1,197538,17396,0,12023,31508,1
2185,102124,2,3,2,49,7,37919,8553,2,267633,9936,6,-4520,38212,8,100015,28950,1,285867,49727,1,294598,26560,0
2186,101659,2,4,3,57,4,243077,37872,4,225406,22919,2,121906,12232,1,122936,41327,6,116895,49423,3,282165,17167,1
2187,174134,1,3,2,51,8,82044,19963,8,269338,19495,-2,208631,19246,5,188140,29030,1,88948,38430,6,124879,4785,1
2188,85713,2,3,3,62,2,124884,7204,2,156514,21735,6,264024,36437,2,221532,5475,-1,262791,39844,7,215324,32159,1
2189,228335,1,4,2,26,7,119156,26585,7,251578,19436,0,91524,8857,-1,4969,4562,-1,7514,17163,8,257072,40234,0
2190,498972,1,1,1,41,3,39415,6551,4,128458,45709,2,20014,34569,8,164611,25586,4,18997,33126,7,175772,30813,0
2191,463677,1,1,2,53,4,179991,28509,2,279635,14974,-2,69633,45475,0,119538,49396,2,61310,31419,8,171178,38735,0
2192,85418,2,3,1,29,-2,191754,23130,8,79605,49141,2,233924,24318,8,35426,758,6,226190,7626,4,163592,34343,1
2193,469888,1,3,3,30,2,166467,12101,2,255433,43690,7,94265,49746,2,285090,24173,7,82560,25761,2,193612,44025,0
2194,138232,2,1,2,42,5,168773,10442,4,79052,10665,-1,205342,47672,2,233698,41882,1,250341,32881,5,206458,30070,1
2195,438048,1,4,2,51,0,27331,12782,6,30095,46840,6,276560,3469,2,127012,45997,5,127971,24105,5,115412,22968,0
2196,173038,2,2,1,31,-1,19171,6478,8,264345,7615,-1,129112,25510,6,9889,46884,-2,33054,35709,2,257738,48528,0
2197,475761,2,3,2,39,-1,209431,12684,8,86990,31554,5,35103,13819,4,103643,5297,1,217301,4483,4,172981,14417,0
2198,416203,2,2,3,61,1,157999,18619,1,248560,16766,2,156220,12409,7,84233,24473,8,78123,38974,8,88591,24714,1
2199,178383,2,3,1,32,4,7124,37421,8,131862,11948,-2,123992,13490,8,163020,7646,-1,53393,44727,5,109892,20632,0
2200,303719,2,1,3,58,-1,267497,677,4,157363,20621,-2,-2925,27850,1,224191,41512,1,255177,15239,6,55805,7347,0
2201,335996,2,4,3,36,3,90333,21089,1,-4505,3110,4,97186,9747,-1,63446,20112,-1,266377,29175,2,73648,34630,0
2202,268722,2,3,1,33,4,62568,27765,6,210463,43481,1,211119,31467,2,145553,32980,1,138073,2586,5,254017,27776,1
2203,142079,2,2,3,58,6,246131,31033,0,213255,24510,7,126739,15893,4,264792,27330,8,267045,44036,4,94159,24400,1
2204,212053,1,1,2,33,4,243467,33650,6,121912,39536,4,239172,47439,6,41397,35776,1,257262,8955,0,139173,2053,1
2205,86242,1,3,3,35,-2,266620,11540,-1,162988,42788,2,32900,9225,7,11504,4380,5,171892,11466,8,149742,31779,0
2206,188589,1,4,2,38,5,270215,24911,0,220395,48587,0,114890,15446,5,269347,35644,1,66986,11901,-1,1116,39845,1
2207,39257,1,3,1,36,0,92561,1574,-1,15667,13045,5,232866,14368,-2,14753,12682,3,186350,2558,5,151668,29604,0
2208,490488,1,4,2,61,4,109946,39984,-1,87483,3087,-2,249938,17612,8,25771,39797,0,13738,41898,6,29442,27018,0
2209,445423,2,4,3,62,3,-1962,36332,1,58108,11211,0,241536,45768,-1,216238,15076,4,157200,22792,5,206297,12684,0
2210,154353,2,1,2,64,0,278808,25730,-2,72775,6157,8,108652,7899,-1,99301,34601,3,150650,48027,7,290336,1301,0
2211,333390,2,3,3,25,-1,-7119,34187,8,91730,3724,7,178808,41855,4,165147,10423,-1,-9074,41422,-1,145336,44012,0
2212,273579,2,4,2,47,1,242617,38812,0,170853,40075,8,22398,45507,8,197897,18362,5,275114,6285,8,125140,16196,1
2213,239947,2,1,1,22,-2,261580,46152,0,162256,22211,4,120881,14899,0,146638,7783,0,53813,1838,6,26343,35827,1
2214,241758,1,3,1,61,7,118459,8922,7,68962,5146,-2,263926,38687,5,102445,19279,-2,112107,43581,3,232190,7897,0
2215,101357,1,4,2,47,7,6845,10003,4,212490,47529,1,197304,32796,1,49169,11380,6,199831,43317,0,33406,41519,0
2216,167732,2,1,1,21,4,167676,26815,-2,222241,14315,-1,309,8144,5,225783,46575,4,296256,2511,7,36508,8696,1
2217,408300,1,3,2,34,0,252878,26975,8,21655,40066,8,240637,6809,2,15246,25875,4,166535,5069,0,135217,2079,0
2218,485413,1,4,3,55,-1,180748,10793,0,251126,3206,1,17662,16776,7,127737,45720,-2,48261,43550,3,274779,19145,0
2219,416723,2,1,2,43,2,6172,46243,1,36428,37479,7,120334,21939,4,188993,41635,-1,82230,13476,8,172914,33693,0
2220,213667,2,1,3,63,4,257200,39029,-2,143481,8351,6,211674,32552,8,112698,30169,4,1398,1314,8,202463,24626,1
2221,93807,1,3,2,42,-2,183846,39341,3,254751,41224,0,-2551,31335,0,241857,29171,5,269169,17963,7,215386,17915,1
2222,448755,1,1,3,47,-2,130496,9010,2,24788,7196,8,10434,31292,2,263627,22467,-2,28395,39988,0,34733,18909,0
2223,388097,2,3,1,45,7,272333,35563,7,298579,1549,1,136056,25362,8,177445,41579,-1,286024,27876,1,13812,12898,0
2224,148563,1,3,2,54,5,10189,42016,-2,178176,24617,0,144875,19863,2,268885,35933,-2,228831,10235,0,146703,38412,0
2225,268778,2,4,1,47,2,159104,41657,5,221056,3809,-1,124331,42865,6,168666,23300,2,237120,6244,-1,202757,38639,0
2226,191264,1,3,1,55,5,124239,6407,8,5422,45888,3,40347,8995,0,98674,43566,3,36631,16572,2,107395,26103,0
2227,483611,1,1,3,41,8,79345,40053,4,180370,43626,4,273139,9190,0,162339,6555,0,107530,42077,-2,45910,15942,0
2228,395941,2,3,1,59,0,132828,49219,4,145379,7265,0,191868,46286,4,155942,49132,-1,204468,48575,8,209579,13921,0
2229,336032,1,4,3,23,-1,5662,2547,7,158679,7049,4,72565,46333,7,294112,28688,0,248918,8440,3,192871,36356,0
2230,83609,2,1,1,45,4,75014,26040,3,210213,39063,8,182767,49749,3,158853,26415,3,27737,4030,-2,124201,867,1
2231,281221,1,4,1,24,3,148701,32045,2,38394,11793,7,49524,5414,4,29466,5000,6,227143,17526,-2,231418,34805,0
2232,258512,1,2,2,35,1,8469,11751,1,111447,19486,6,177803,23865,-1,3254,40122,0,192369,31312,1,291655,40020,0
2233,263973,2,4,2,23,4,61871,28726,3,140537,46233,7,58031,6941,-1,85347,12345,4,226690,45007,0,159791,46742,1
2234,293097,1,2,3,31,6,294982,23826,3,192871,5380,7,178298,1062,0,56586,28229,6,167700,19395,6,81481,2836,1
2235,480135,2,2,1,48,6,235257,46727,7,32942,22744,-1,-8217,34459,7,169895,41914,7,17322,37364,7,236406,10525,1
2236,386826,2,3,1,23,0,137842,2937,3,247034,26636,-2,170054,49633,7,236888,33182,8,-9223,41332,8,13947,32884,0
2237,340033,1,1,2,38,-2,88909,20644,-1,37137,16694,4,287057,4632,1,291889,5554,-2,73516,31950,7,267492,45778,0
2238,164893,2,3,3,29,1,270995,48467,0,171907,32514,4,-9821,7548,4,61215,19766,3,292984,35586,1,112981,10784,1
2239,440783,2,1,2,35,7,148153,25757,4,12159,37580,4,6668,27092,3,26890,48670,8,192344,39453,-1,60229,29286,0
2240,125374,2,4,1,60,-2,69396,42337,4,191525,44793,1,40842,25083,-2,284549,3691,6,247552,48804,-2,132503,20850,0
2241,34860,1,2,3,28,4,201562,8177,0,148990,10436,-1,74199,24797,6,160372,32951,-1,99563,17712,-2,94318,43213,1
2242,162267,2,2,1,60,-1,223471,25437,6,202716,12882,8,281048,41655,-2,279493,6403,7,147901,15731,4,242762,39737,1
2243,87475,2,2,2,34,5,206359,31801,0,59029,28367,3,294433,27565,6,35378,33359,-1,285904,47092,7,216758,12346,1
2244,494090,1,4,3,58,2,87517,35671,7,127811,15206,-1,228170,48420,3,195613,3123,-1,230832,32142,4,290955,24243,0
2245,359410,2,4,2,33,7,176797,21013,6,238670,8880,1,31124,14198,3,97050,20537,-1,100056,32175,7,288847,39194,0
2246,162499,2,3,1,59,-2,250857,9677,-2,219819,34929,7,124727,2824,-1,214006,45159,4,251741,28789,4,22530,31826,1
2247,372876,2,3,1,30,-1,135102,45974,0,248640,15961,5,99705,48085,0,139914,15946,8,195888,46425,1,274436,20099,0
2248,299227,1,1,2,64,1,274101,46960,5,132209,18203,2,18480,32982,7,7908,4541,2,133806,44630,5,57387,17562,1
2249,228118,1,1,1,50,0,92579,28579,2,108441,43355,6,203522,37949,7,95190,30672,0,193136,48333,6,107031,15511,0
2250,329516,1,2,2,25,2,61232,3891,8,177277,30924,2,216495,48801,3,9510,25126,7,-8005,47451,7,148278,49458,0
2251,133786,1,4,2,42,1,12263,21050,8,244126,38557,-1,-7537,42631,5,269420,254,-1,259872,28883,3,280164,11476,1
2252,447280,1,4,3,55,-1,42210,22093,8,127066,5182,-2,229553,9292,-1,223231,13121,-2,161060,1789,2,296224,6247,0
2253,17813,1,3,1,25,8,119969,12219,-2,14588,7451,7,73654,36299,5,100248,20858,-1,203687,9900,5,20085,32544,1
2254,41598,2,3,1,32,6,11480,42091,0,102260,18953,-1,147186,35806,3,252401,30359,0,299118,18463,3,88502,42437,1
2255,267951,1,1,2,55,4,86882,15079,1,152041,22,-2,192331,29664,4,128158,24753,4,153413,2123,5,131666,13342,0
2256,103106,1,1,3,41,2,118023,21951,1,254238,27608,5,256367,33485,-1,273620,4896,0,126641,1790,7,179876,43197,1
2257,299226,1,3,2,46,8,164819,42602,1,170795,44602,7,192709,22540,7,117674,40782,7,105368,40666,1,264288,8205,0
2258,301385,1,3,1,21,1,261825,18413,2,273928,6108,3,78445,26347,-2,67204,5709,7,47101,32706,1,62597,38659,1
2259,237286,2,4,3,30,7,134579,34549,1,75813,5878,-2,184987,2526,5,186754,39965,-1,113535,31390,8,140561,23534,0
2260,447785,2,1,3,58,2,261044,49624,2,-5993,33147,1,50822,11438,-2,278519,41763,4,266814,4980,7,239161,44203,0
2261,21745,1,3,2,44,-1,112477,37113,7,63593,2531,3,185029,45192,3,3480,8022,2,115505,40744,0,114913,41222,1
2262,298173,2,3,2,51,5,68308,21233,1,61474,8945,5,208906,22306,-1,223650,4241,4,52975,35622,7,57254,17251,0
2263,154097,1,2,3,43,-1,291317,28784,6,166658,6463,0,191759,17507,3,228666,32399,8,31384,6788,7,147311,34949,0
2264,242732,2,3,1,41,5,168177,19248,6,231576,18940,8,247918,5595,-1,283577,1630,5,219670,48854,-2,239662,35501,0
2265,395539,1,3,1,22,2,86955,5185,8,198485,36633,-2,41825,37673,0,281760,42889,0,297275,231,8,122666,9982,1
2266,155360,1,4,3,51,1,259591,23555,0,257761,17906,7,171996,6384,4,30904,48980,2,164043,37720,0,280542,3733,1
2267,99186,1,3,2,22,4,197157,18496,3,63093,8854,7,66696,24534,1,103550,2496,0,47884,14023,-1,134350,30871,1
2268,409756,1,1,2,50,-2,52164,47098,6,45863,7581,6,121820,21688,0,107828,17917,5,205946,49427,7,191421,43453,0
2269,369912,2,2,1,45,4,148267,38024,3,-3285,8975,5,185862,40758,-2,51975,46888,1,153258,15966,5,116297,33504,0
2270,223030,1,4,1,39,7,272538,4972,6,48611,2249,5,233541,23543,4,3430,44816,4,-4823,33546,6,295343,32309,1
2271,209950,2,1,3,21,2,70003,4890,8,144967,4172,-2,248776,9397,-2,161744,48092,0,289586,13473,2,101171,12969,0
2272,51846,2,2,1,57,3,4815,6427,8,96786,45689,0,246693,5296,2,98955,46195,8,-2139,44650,7,254663,10598,0
2273,348076,2,2,1,48,2,299941,26530,2,232604,48013,5,5647,5239,2,88301,18688,5,181121,6801,5,263905,46556,1
2274,158554,1,3,2,40,4,13503,28430,6,271474,9576,1,258324,30220,8,182116,21013,1,109186,37526,5,254227,48610,1
2275,295555,2,2,2,25,-2,177744,26633,7,107385,37617,1,219657,24551,4,5336,20586,1,199799,34248,5,259928,4533,0
2276,454191,2,2,1,50,-1,234737,35629,3,264830,1950,2,277955,16894,1,-2773,38515,8,253711,28850,7,252218,8218,0
2277,463761,2,3,2,43,3,233579,43735,-1,113057,33835,3,293504,20331,8,111312,2977,0,253236,3080,2,271613,34358,0
2278,350941,1,4,2,62,4,123697,27968,7,102198,37919,5,18031,34102,-1,159464,46915,6,124118,9416,7,100011,36664,1
2279,324451,2,3,2,47,5,204077,40154,3,115072,36834,8,215546,32220,4,10072,25686,5,61715,40446,-2,27914,13261,1
2280,406309,1,4,1,62,1,41538,38291,8,296049,49272,1,22653,36908,0,157947,20779,-2,126100,33688,5,267609,33606,0
2281,480474,2,2,2,21,8,89273,30877,5,177246,264,1,243277,31254,8,257191,35644,-2,101617,33635,3,186721,42488,0
2282,294186,2,1,1,29,0,132279,18217,4,282107,1853,6,119375,49052,-1,125248,40168,8,220222,45324,6,69669,21201,0
